1;50000;9;5000;A;36;20.01.2020
2;60000;9;2000;A;36;21.01.2020
3;70000;10;4000;A;36;22.01.2020
4;80000;11;5000;A;36;23.01.2020
5;90000;12;4500;A;36;24.01.2020
6;100000;13;4700;A;36;25.01.2020
7;110000;14;4900;A;36;26.01.2020
8;120000;15;5100;A;36;27.01.2020
9;130000;16;5300;A;36;28.01.2020
10;140000;17;5500;A;36;29.01.2020
11;150000;18;5700;A;36;30.01.2020
12;160000;19;5900;A;36;31.01.2020
13;170000;20;6100;A;36;01.02.2020
14;180000;21;6300;A;36;02.02.2020
15;190000;22;6500;A;36;03.02.2020
16;200000;9;6700;A;36;04.02.2020
17;210000;9;6900;A;36;05.02.2020
18;220000;10;7100;A;36;06.02.2020
19;230000;11;7300;A;36;07.02.2020
20;240000;12;7500;A;36;08.02.2020
21;250000;13;5000;A;36;09.02.2020
22;260000;14;2000;A;36;10.02.2020
23;270000;15;4000;A;36;11.02.2020
24;280000;16;5000;A;36;12.02.2020
25;290000;17;4500;A;36;13.02.2020
26;300000;18;4700;A;36;14.02.2020
27;310000;19;4900;A;36;15.02.2020
28;320000;20;5100;A;36;16.02.2020
29;330000;21;5300;A;36;17.02.2020
30;340000;22;5500;A;48;18.02.2020
31;350000;9;5700;D;48;19.02.2020
32;360000;9;5900;D;48;20.02.2020
33;370000;10;6100;D;48;21.02.2020
34;380000;11;2000;D;48;22.02.2020
35;390000;12;4000;D;48;23.02.2020
36;400000;13;6000;D;48;24.02.2020
37;410000;14;8000;D;48;25.02.2020
38;420000;15;10000;D;48;26.02.2020
39;430000;16;12000;D;48;27.02.2020
40;440000;17;14000;D;48;28.02.2020
41;450000;18;16000;D;48;29.02.2020
42;460000;19;18000;D;48;01.03.2020
43;470000;20;20000;D;48;02.03.2020
44;480000;21;22000;D;48;03.03.2020
45;490000;22;24000;D;48;04.03.2020
46;500000;7;26000;D;48;05.03.2020
47;510000;7;28000;D;48;06.03.2020
48;520000;8;30000;D;48;07.03.2020
49;530000;8;32000;D;48;08.03.2020
50;540000;8,5;34000;D;48;09.03.2020
51;550000;8,9;36000;D;48;10.03.2020
52;560000;9,3;38000;D;48;11.03.2020
53;570000;9,7;40000;D;48;12.03.2020
54;580000;10,1;42000;D;48;13.03.2020
55;590000;10,5;44000;D;48;14.03.2020
56;600000;10,9;46000;D;48;15.03.2020
57;610000;11,3;48000;D;48;16.03.2020
58;620000;11,7;50000;D;48;17.03.2020
59;630000;12,1;52000;D;48;18.03.2020
60;640000;12,5;54000;D;48;19.03.2020
61;650000;12,9;56000;D;48;20.03.2020
62;660000;13,3;4000;D;48;21.03.2020
63;670000;13,7;2000;D;48;22.03.2020
64;680000;14,1;2400;D;48;23.03.2020
65;690000;14,5;2800;D;48;24.03.2020
66;700000;14,9;3200;D;48;25.03.2020
67;710000;15,3;3600;D;48;26.03.2020
68;720000;15,7;4000;D;48;27.03.2020
69;730000;16,1;4400;D;48;28.03.2020
70;740000;16,5;4800;D;48;29.03.2020
71;750000;16,9;5200;D;48;30.03.2020
72;760000;17,3;5600;D;48;31.03.2020
73;770000;17,7;6000;D;48;01.04.2020
74;780000;18,1;6400;D;48;02.04.2020
75;790000;18,5;6800;D;48;03.04.2020
76;800000;18,9;7200;D;48;04.04.2020
77;810000;9;7600;D;48;05.04.2020
78;820000;9;8000;D;48;06.04.2020
79;830000;10;8400;D;48;07.04.2020
80;840000;11;8800;D;48;08.04.2020
81;850000;12;9200;D;48;09.04.2020
82;860000;13;9600;D;48;10.04.2020
83;870000;14;10000;D;48;11.04.2020
84;880000;15;10400;D;48;12.04.2020
85;890000;16;10800;D;48;13.04.2020
86;900000;17;11200;D;48;14.04.2020
87;910000;18;11600;D;48;15.04.2020
88;920000;19;12000;D;48;16.04.2020
89;930000;20;12400;D;48;17.04.2020
90;940000;21;12800;D;48;18.04.2020
91;950000;22;13200;D;48;19.04.2020
92;960000;9;13600;D;48;20.04.2020
93;970000;9;14000;D;48;21.04.2020
94;980000;10;14400;D;48;22.04.2020
95;990000;11;14800;D;48;23.04.2020
96;1000000;12;15200;D;48;24.04.2020
97;1010000;13;15600;D;48;25.04.2020
98;1020000;14;16000;D;48;26.04.2020
99;1030000;15;16400;D;48;27.04.2020
100;1040000;16;16800;D;48;28.04.2020
101;1050000;17;17200;D;48;29.04.2020
102;1060000;18;17600;D;48;30.04.2020
103;1070000;19;18000;D;48;01.05.2020
104;1080000;20;18400;D;48;02.05.2020
105;1090000;21;18800;D;48;03.05.2020
106;1100000;22;19200;D;48;04.05.2020
107;1110000;9;19600;D;48;20.01.2020
108;1120000;9;20000;D;48;21.01.2020
109;1130000;10;20400;D;48;22.01.2020
110;1140000;11;20800;D;48;23.01.2020
111;1150000;12;21200;D;48;24.01.2020
112;1160000;13;21600;D;48;25.01.2020
113;1170000;14;22000;D;48;26.01.2020
114;1180000;15;22400;D;48;27.01.2020
115;1190000;16;22800;D;48;28.01.2020
116;1200000;17;23200;D;48;29.01.2020
117;1210000;18;23600;D;48;30.01.2020
118;1220000;19;24000;D;48;31.01.2020
119;1230000;20;24400;D;48;01.02.2020
120;1240000;21;24800;D;60;02.02.2020
121;1250000;22;25200;D;60;03.02.2020
122;1260000;7;25600;D;60;04.02.2020
123;1270000;7;26000;D;60;05.02.2020
124;1280000;8;26400;D;60;06.02.2020
125;1290000;8;26800;D;60;07.02.2020
